vds_id,Freeway,Direction,Lat,Lng,Lanes
1111514,I8,E,32.759902,-117.198808,2
1108728,I8,E,32.759348,-117.183573,2
1114540,I8,E,32.759183,-117.178777,4
1114546,I8,W,32.759391,-117.178628,4
1113486,I8,E,32.760765,-117.168352,2
1116574,I8,W,32.76094,-117.168387,2
1115356,I8,E,32.762251,-117.163891,5
1115528,I8,W,32.762484,-117.163806,5
1115413,I8,E,32.763372,-117.161338,5
1115517,I8,W,32.763521,-117.161398,5
1115432,I8,E,32.766398,-117.149306,4
1115555,I8,W,32.766647,-117.149197,5
1115438,I8,E,32.769371,-117.141035,4
1115565,I8,W,32.7696,-117.141098,5
1111551,I8,E,32.770199,-117.138086,4
1111552,I8,W,32.770449,-117.137998,4
1115420,I8,E,32.771765,-117.131454,4
1116165,I8,W,32.771975,-117.13137,3
1115426,I8,E,32.773712,-117.126494,4
1115548,I8,W,32.773995,-117.126658,4
1111566,I8,E,32.775511,-117.123177,5
1111540,I8,W,32.775842,-117.123367,5
1115444,I8,E,32.778433,-117.115538,5
1115572,I8,W,32.77864,-117.115576,5
1116783,I8,E,32.778588,-117.107852,4
1111541,I8,W,32.778779,-117.107698,4
1111565,I8,E,32.779563,-117.097648,4
1115578,I8,W,32.779797,-117.097638,4
1111549,I8,E,32.780247,-117.093435,6
1111550,I8,W,32.780477,-117.093423,6
1122623,I8,W,32.78098,-117.084335,6
1115450,I8,E,32.779599,-117.078077,4
1115584,I8,W,32.779956,-117.078071,4
1108366,I8,E,32.779196,-117.070373,4
1115592,I8,W,32.779399,-117.069167,6
1127052,I8,W,32.779341,-117.063339,6
1118752,I8,E,32.778134,-117.0595,5
1118760,I8,W,32.778313,-117.059444,5
1108333,I8,W,32.777676,-117.05636,2
1111564,I8,E,32.777456,-117.056144,5
1114573,I8,E,32.775506,-117.048852,5
1127026,I8,W,32.773373,-117.037209,5
1111535,I8,E,32.778349,-117.001972,4
1108341,I8,W,32.77854,-117.002043,4
1108343,I8,W,32.779338,-116.993991,4
1111534,I8,E,32.77926,-116.98433,4
1108345,I8,W,32.779483,-116.984331,5
1108423,I8,W,32.786528,-116.978673,4
1108347,I8,W,32.796708,-116.977003,4
1115463,I8,E,32.799171,-116.975958,6
1115608,I8,W,32.799323,-116.976153,6
1111530,I8,E,32.802653,-116.970854,5
1108385,I8,W,32.802894,-116.970932,4
1111532,I8,E,32.802871,-116.969256,4
1108351,I8,W,32.803085,-116.969138,4
1111531,I8,E,32.802943,-116.952114,4
1111561,I8,W,32.803162,-116.951001,3
1122637,I8,E,32.802945,-116.950577,3
1122646,I8,E,32.80296,-116.944468,3
1108387,I8,W,32.803141,-116.933156,3
1108353,I8,W,32.803156,-116.930874,4
1111563,I8,W,32.81621,-116.913418,3
1115612,I8,W,32.82227,-116.908889,2
1115616,I8,W,32.826251,-116.903963,2
1111569,I8,W,32.830106,-116.898815,2
1115477,I8,E,32.835088,-116.892905,2
1116593,I8,E,32.839935,-116.887743,2
1111575,I8,W,32.844154,-116.882891,2
1115624,I8,E,32.845664,-116.876283,2
1115628,I8,E,32.850581,-116.870112,2
1113364,I8,W,32.853586,-116.852901,2
1123081,I805,N,32.904961,-117.224172,2
1123064,I805,S,32.904824,-117.224404,3
1108653,I805,N,32.89135,-117.207199,4
1125769,I805,S,32.891018,-117.207135,4
1113473,I805,S,32.889096,-117.204916,4
1115964,I805,N,32.881721,-117.201326,5
1108413,I805,S,32.875201,-117.199467,4
1111553,I805,N,32.867237,-117.192319,4
1108764,I805,S,32.8671,-117.192516,4
1108580,I805,N,32.858916,-117.184886,4
1108410,I805,S,32.857504,-117.184358,4
1126184,I805,N,32.847538,-117.177909,4
1126175,I805,N,32.842493,-117.174848,5
1108398,I805,S,32.834806,-117.170551,5
1108577,I805,N,32.832144,-117.168507,4
1117850,I805,N,32.82148,-117.162099,4
1118957,I805,S,32.821375,-117.162372,5
1118020,I805,N,32.817658,-117.159876,4
1118013,I805,S,32.817541,-117.16012,6
1127218,I805,N,32.81754,-117.159809,4
1117857,I805,S,32.817425,-117.16005,4
1115240,I805,N,32.811675,-117.155267,4
1115246,I805,S,32.811513,-117.155527,4
1111570,I805,S,32.80848,-117.152784,4
1116133,I805,N,32.804673,-117.150822,5
1115946,I805,S,32.803497,-117.15084,4
1108393,I805,S,32.80262,-117.150601,5
1116126,I805,N,32.800085,-117.149586,5
1116119,I805,N,32.793965,-117.149604,5
1115937,I805,S,32.793814,-117.149876,5
1115929,I805,S,32.786586,-117.146806,5
1108572,I805,N,32.786267,-117.146089,5
1108391,I805,S,32.782519,-117.140901,5
1113460,I805,N,32.782683,-117.140648,5
1116112,I805,N,32.781007,-117.138625,5
1115921,I805,S,32.78088,-117.138885,6
1127224,I805,N,32.767405,-117.128984,4
1123124,I805,N,32.760845,-117.12661,6
1111542,I805,S,32.75559,-117.125202,5
1118908,I805,N,32.750436,-117.123137,5
1111543,I805,S,32.749059,-117.122867,5
1121253,I805,N,32.748079,-117.121872,4
1111572,I805,N,32.741916,-117.116768,4
1123210,I805,S,32.74171,-117.117028,4
1122929,I805,N,32.733017,-117.112332,4
1111544,I805,S,32.729729,-117.107696,4
1126553,I805,N,32.725845,-117.103188,4
1108441,I805,N,32.714775,-117.102476,4
1111545,I805,S,32.714727,-117.102692,4
1127252,I805,N,32.704271,-117.094872,5
1111546,I805,S,32.704152,-117.095206,4
1111547,I805,S,32.69111,-117.094893,4
1125457,I805,N,32.691156,-117.094637,4
1125925,I805,S,32.686682,-117.09211,4
1108448,I805,N,32.67811,-117.084893,5
1111548,I805,S,32.678037,-117.085196,5
1125944,I805,S,32.67285,-117.0827,5
1120046,I805,N,32.659517,-117.0754,4
1126006,I805,S,32.659385,-117.075656,4
1121387,I805,S,32.659151,-117.07545,4
1121394,I805,S,32.654401,-117.071164,5
1120040,I805,S,32.651396,-117.068162,4
1120256,I805,N,32.647826,-117.06068,4
1121401,I805,S,32.647524,-117.060767,5
1116413,I805,N,32.639745,-117.054289,4
1116424,I805,S,32.639599,-117.054604,5
1120018,I805,S,32.636725,-117.049889,5
1122693,I805,N,32.618855,-117.039388,4
1126790,I805,S,32.618779,-117.039649,4
1116055,I805,N,32.608222,-117.036161,4
1115979,I805,S,32.603075,-117.036435,4
1115905,I805,N,32.60296,-117.036122,4
1115912,I805,S,32.5978,-117.036463,4
1116061,I805,N,32.597548,-117.036123,4
1122699,I805,N,32.584089,-117.036837,4
1122706,I805,S,32.584073,-117.037098,4
1126368,I805,N,32.578428,-117.038084,5
1119804,I805,S,32.578095,-117.038478,5
1126361,I805,N,32.578126,-117.038144,5
1118670,I805,S,32.572631,-117.039744,4
1118677,I805,N,32.572606,-117.039448,4
1118656,I805,S,32.558301,-117.042253,4
1118663,I805,N,32.558301,-117.042253,4
1119790,I805,S,32.553604,-117.041663,4
1119797,I805,N,32.553558,-117.041353,4
1119784,I805,N,32.54945,-117.039282,2
1121715,I5,N,33.336618,-117.502921,4
1121722,I5,S,33.336526,-117.503236,4
1121707,I5,N,33.303917,-117.470642,4
1121712,I5,S,33.303824,-117.470855,4
1121692,I5,N,33.281567,-117.449193,4
1121702,I5,S,33.281427,-117.449437,4
1119990,I5,N,33.25805,-117.426272,4
1119984,I5,N,33.246111,-117.417364,4
1119978,I5,S,33.240152,-117.413376,4
1119972,I5,N,33.236554,-117.40592,4
1119966,I5,S,33.230196,-117.400904,4
1119960,I5,N,33.224874,-117.393754,4
1119954,I5,S,33.218567,-117.391109,4
1115323,I5,N,33.211043,-117.38743,4
1122257,I5,S,33.210909,-117.387715,4
1115348,I5,S,33.203502,-117.381395,4
1115314,I5,N,33.203683,-117.381192,4
1115306,I5,N,33.200816,-117.373244,4
1108672,I5,S,33.200618,-117.373434,4
1108459,I5,S,33.191265,-117.363271,4
1115304,I5,N,33.191415,-117.363042,4
1108461,I5,S,33.179734,-117.353651,4
1115289,I5,N,33.179859,-117.353416,6
1119947,I5,N,33.173355,-117.348324,4
1108463,I5,S,33.17092,-117.346811,4
1119941,I5,N,33.167728,-117.34438,4
1108657,I5,S,33.162818,-117.342266,4
1119934,I5,N,33.155404,-117.338099,4
1108560,I5,S,33.151704,-117.336331,4
1119928,I5,N,33.142807,-117.333209,4
1108659,I5,N,33.136145,-117.330076,4
1108661,I5,S,33.134348,-117.329451,4
1108687,I5,N,33.12394,-117.32296,4
1108685,I5,S,33.122973,-117.322702,4
1119921,I5,N,33.115949,-117.31811,4
1119915,I5,S,33.112683,-117.316473,4
1108682,I5,N,33.103602,-117.310425,4
1108680,I5,S,33.103493,-117.310641,4
1119903,I5,N,33.09232,-117.303146,4
1119909,I5,S,33.092248,-117.303383,4
1108663,I5,N,33.086077,-117.299048,4
1108725,I5,S,33.081594,-117.297304,4
1119890,I5,N,33.073419,-117.294587,4
1119897,I5,S,33.073357,-117.294868,4
1108651,I5,N,33.064668,-117.291997,4
1108723,I5,S,33.064772,-117.292309,4
1119879,I5,N,33.055577,-117.289125,4
1119877,I5,S,33.055523,-117.289401,4
1122512,I5,N,33.048098,-117.286976,4
1108479,I5,S,33.048438,-117.287351,4
1119871,I5,N,33.044755,-117.285974,4
1125314,I5,N,33.037208,-117.281927,4
1108477,I5,S,33.036347,-117.281649,4
1119865,I5,N,33.035624,-117.280848,4
1122507,I5,N,33.027309,-117.275242,4
1108475,I5,S,33.02625,-117.274915,4
1119659,I5,N,33.017612,-117.27184,4
1119666,I5,S,33.017499,-117.272051,4
1108473,I5,S,33.010643,-117.265228,4
1119653,I5,S,33.005412,-117.259304,5
1108471,I5,S,32.995955,-117.25672,4
1108512,I5,N,32.995723,-117.256395,4
1126614,I5,N,32.987715,-117.255119,5
1108468,I5,S,32.979922,-117.253241,4
1108509,I5,N,32.979329,-117.252709,4
1119850,I5,N,32.969013,-117.248831,5
1119842,I5,S,32.96573,-117.247857,5
1119679,I5,N,32.962322,-117.246309,5
1119528,I5,S,32.952353,-117.244277,5
1108507,I5,N,32.950106,-117.243571,5
1119834,I5,S,32.943428,-117.242592,4
1119828,I5,N,32.943477,-117.242328,4
1108437,I5,N,32.932244,-117.241031,4
1115277,I5,N,32.932271,-117.241036,2
1108434,I5,S,32.930855,-117.241058,4
1122575,I5,N,32.925983,-117.23942,5
1122583,I5,S,32.925921,-117.239666,4
1122560,I5,S,32.919669,-117.236554,4
1122567,I5,S,32.919646,-117.236534,4
1122552,I5,N,32.918793,-117.23544,5
1118170,I5,N,32.918784,-117.235428,4
1120754,I5,S,32.91625,-117.232541,4
1122536,I5,N,32.911944,-117.228498,6
1122544,I5,S,32.911749,-117.228804,6
1127123,I5,S,32.908625,-117.22684,3
1123087,I5,N,32.888657,-117.227453,3
1108498,I5,S,32.87259,-117.229295,4
1108719,I5,N,32.87153,-117.229139,4
1108452,I5,S,32.86542,-117.229933,4
1118544,I5,N,32.86451,-117.229736,4
1114296,I5,N,32.855148,-117.231251,4
1108669,I5,S,32.848811,-117.235604,4
1118537,I5,N,32.848758,-117.235323,4
1119817,I5,S,32.842472,-117.23661,4
1122594,I5,N,32.837787,-117.234529,4
1108667,I5,S,32.836472,-117.234271,4
1119637,I5,N,32.834969,-117.233294,4
1118529,I5,S,32.815542,-117.222956,5
1108665,I5,N,32.813608,-117.221091,4
1119307,I5,S,32.807319,-117.21645,4
1118521,I5,N,32.807939,-117.216589,4
1108693,I5,S,32.800576,-117.211766,4
1118707,I5,N,32.797132,-117.209541,4
1108547,I5,N,32.79154,-117.20716,4
1108711,I5,S,32.788012,-117.207155,5
1114035,I5,N,32.788076,-117.2069,4
1114806,I5,S,32.779286,-117.2086,5
1114805,I5,N,32.779349,-117.208332,5
1126411,I5,N,32.770653,-117.206673,4
1118496,I5,N,32.768302,-117.206075,4
1126426,I5,S,32.767402,-117.20613,5
1117818,I5,S,32.749347,-117.195726,5
1108617,I5,N,32.749525,-117.19554,4
1108615,I5,S,32.746776,-117.19189,5
1114050,I5,N,32.746531,-117.190868,4
1117871,I5,S,32.743125,-117.184141,5
1108613,I5,N,32.743306,-117.184005,4
1108609,I5,S,32.741281,-117.180454,4
1108611,I5,N,32.741137,-117.179918,4
1118078,I5,N,32.735498,-117.174847,4
1117717,I5,N,32.735429,-117.174785,4
1118702,I5,S,32.731858,-117.171925,4
1117835,I5,N,32.73198,-117.171704,5
1108605,I5,S,32.731172,-117.171313,5
1108603,I5,N,32.727284,-117.167641,5
1117734,I5,S,32.725605,-117.166389,4
1117741,I5,N,32.723913,-117.164378,4
1108417,I5,S,32.723898,-117.156068,5
1113976,I5,N,32.724117,-117.156091,4
1117683,I5,S,32.723795,-117.151061,6
1117748,I5,N,32.723971,-117.150962,6
1117810,I5,S,32.717944,-117.147838,4
1117809,I5,N,32.717974,-117.147607,4
1117789,I5,S,32.712581,-117.147751,4
1117796,I5,N,32.712585,-117.147532,4
1117774,I5,S,32.7062,-117.147722,4
1117782,I5,N,32.706202,-117.147449,5
1114268,I5,S,32.69574,-117.135196,5
1114219,I5,N,32.695918,-117.134988,6
1117755,I5,S,32.694358,-117.129467,4
1117762,I5,N,32.694578,-117.129462,4
1126864,I5,N,32.694337,-117.124759,4
1118076,I5,S,32.688779,-117.116159,4
1125469,I5,N,32.688971,-117.115919,4
1114254,I5,S,32.685989,-117.113063,5
1114205,I5,N,32.686187,-117.11275,6
1118479,I5,N,32.676926,-117.109213,4
1118465,I5,S,32.671747,-117.111237,4
1118458,I5,N,32.671696,-117.110938,4
1114240,I5,S,32.65888,-117.10767,4
1114190,I5,N,32.658963,-117.107386,5
